district,region,year,month,month_name,temp_mean_c,temp_max_c,temp_min_c,heatwave_days,rainfall_mm,rainy_days,wind_speed_kmh,cloud_cover_oktas,cloud_movement_dir
Jalna,Marathwada,2020,11,Nov,25.7,30.2,20.2,0.1,2.9,0.2,20.0,1.3,NE
Jalna,Marathwada,2020,12,Dec,24.2,28.7,16.7,0.1,1.8,0.1,21.0,0.9,NE
Jalna,Marathwada,2021,1,Jan,23.8,28.3,16.3,0.1,1.8,0.1,22.0,0.8,NE
Jalna,Marathwada,2021,2,Feb,25.8,30.3,18.3,0.1,2.9,0.2,23.0,0.9,NE
Jalna,Marathwada,2021,3,Mar,30.8,35.3,25.3,1.7,4.3,0.4,24.0,1.0,NE-W
Jalna,Marathwada,2021,4,Apr,34.8,40.8,29.3,6.5,6.5,0.5,26.0,1.2,W
Jalna,Marathwada,2021,5,May,36.8,42.8,31.3,11.3,8.0,0.7,28.0,1.4,SW
Jalna,Marathwada,2021,6,Jun,32.8,37.3,27.3,0.9,65.1,5.4,32.0,5.8,SW
Jalna,Marathwada,2021,7,Jul,30.3,34.8,24.8,0.1,115.7,9.6,36.0,7.0,SW
Jalna,Marathwada,2021,8,Aug,30.8,35.3,25.3,0.1,101.2,8.4,34.0,6.7,SW
Jalna,Marathwada,2021,9,Sep,31.3,35.8,25.8,0.1,57.8,4.8,28.0,5.1,SW-SE
Jalna,Marathwada,2021,10,Oct,28.8,33.3,23.3,0.1,12.7,1.1,22.0,2.6,SE
Jalna,Marathwada,2021,11,Nov,25.8,30.3,20.3,0.1,2.9,0.2,20.0,1.3,NE
Jalna,Marathwada,2021,12,Dec,24.3,28.8,16.8,0.1,1.8,0.1,21.0,0.9,NE
Jalna,Marathwada,2022,1,Jan,23.8,28.3,16.3,0.1,1.8,0.1,22.0,0.8,NE
Jalna,Marathwada,2022,2,Feb,25.8,30.3,18.3,0.1,2.9,0.2,23.0,0.9,NE
Jalna,Marathwada,2022,3,Mar,30.8,35.3,25.3,1.7,4.3,0.4,24.0,1.0,NE-W
Jalna,Marathwada,2022,4,Apr,34.8,40.8,29.3,6.5,6.4,0.5,26.0,1.2,W
Jalna,Marathwada,2022,5,May,36.8,42.8,31.3,11.3,7.9,0.7,28.0,1.4,SW
Jalna,Marathwada,2022,6,Jun,32.8,37.3,27.3,0.9,64.3,5.4,32.0,5.8,SW
Jalna,Marathwada,2022,7,Jul,30.3,34.8,24.8,0.1,114.2,9.5,36.0,7.0,SW
Jalna,Marathwada,2022,8,Aug,30.8,35.3,25.3,0.1,100.0,8.3,34.0,6.7,SW
Jalna,Marathwada,2022,9,Sep,31.3,35.8,25.8,0.1,57.1,4.8,28.0,5.1,SW-SE
Jalna,Marathwada,2022,10,Oct,28.8,33.3,23.3,0.1,12.5,1.0,22.0,2.6,SE
Jalna,Marathwada,2022,11,Nov,25.8,30.3,20.3,0.1,2.9,0.2,20.0,1.3,NE
Jalna,Marathwada,2022,12,Dec,24.3,28.8,16.8,0.1,1.8,0.1,21.0,0.9,NE
Jalna,Marathwada,2023,1,Jan,23.9,28.4,16.4,0.1,1.8,0.1,22.0,0.8,NE
Jalna,Marathwada,2023,2,Feb,25.9,30.4,18.4,0.1,2.8,0.2,23.0,0.9,NE
Jalna,Marathwada,2023,3,Mar,30.9,35.4,25.4,1.8,4.2,0.4,24.0,1.0,NE-W
Jalna,Marathwada,2023,4,Apr,34.9,40.9,29.4,6.6,6.3,0.5,26.0,1.2,W
Jalna,Marathwada,2023,5,May,36.9,42.9,31.4,11.4,7.8,0.7,28.0,1.4,SW
Jalna,Marathwada,2023,6,Jun,32.9,37.4,27.4,1.0,63.4,5.3,32.0,5.8,SW
Jalna,Marathwada,2023,7,Jul,30.4,34.9,24.9,0.1,112.8,9.4,36.0,7.0,SW
Jalna,Marathwada,2023,8,Aug,30.9,35.4,25.4,0.1,98.7,8.2,34.0,6.7,SW
Jalna,Marathwada,2023,9,Sep,31.4,35.9,25.9,0.1,56.4,4.7,28.0,5.1,SW-SE
Jalna,Marathwada,2023,10,Oct,28.9,33.4,23.4,0.1,12.3,1.0,22.0,2.6,SE
Jalna,Marathwada,2023,11,Nov,25.9,30.4,20.4,0.1,2.8,0.2,20.0,1.3,NE
Jalna,Marathwada,2023,12,Dec,24.4,28.9,16.9,0.1,1.8,0.1,21.0,0.9,NE
Parbhani,Marathwada,2018,1,Jan,23.4,27.9,15.9,0.0,1.9,0.2,20.9,0.8,NE
Parbhani,Marathwada,2018,2,Feb,25.4,29.9,17.9,0.0,3.1,0.3,21.8,0.9,NE
Parbhani,Marathwada,2018,3,Mar,30.4,34.9,24.9,1.6,4.6,0.4,22.8,1.1,NE-W
Parbhani,Marathwada,2018,4,Apr,34.4,40.4,28.9,6.3,6.9,0.6,24.7,1.3,W
Parbhani,Marathwada,2018,5,May,36.4,42.4,30.9,11.1,8.4,0.7,26.6,1.5,SW
Parbhani,Marathwada,2018,6,Jun,32.4,36.9,26.9,0.8,68.8,5.7,30.4,5.9,SW
Parbhani,Marathwada,2018,7,Jul,29.9,34.4,24.4,0.0,122.4,10.2,34.2,7.3,SW
Parbhani,Marathwada,2018,8,Aug,30.4,34.9,24.9,0.0,107.1,8.9,32.3,6.9,SW
Parbhani,Marathwada,2018,9,Sep,30.9,35.4,25.4,0.0,61.2,5.1,26.6,5.3,SW-SE
Parbhani,Marathwada,2018,10,Oct,28.4,32.9,22.9,0.0,13.4,1.1,20.9,2.6,SE
Parbhani,Marathwada,2018,11,Nov,25.4,29.9,19.9,0.0,3.1,0.3,19.0,1.3,NE
Parbhani,Marathwada,2018,12,Dec,23.9,28.4,16.4,0.0,1.9,0.2,19.9,0.9,NE
Parbhani,Marathwada,2019,1,Jan,23.5,28.0,16.0,0.0,1.9,0.2,20.9,0.8,NE
Parbhani,Marathwada,2019,2,Feb,25.5,30.0,18.0,0.0,3.0,0.2,21.8,0.9,NE
Parbhani,Marathwada,2019,3,Mar,30.5,35.0,25.0,1.6,4.5,0.4,22.8,1.1,NE-W
Parbhani,Marathwada,2019,4,Apr,34.5,40.5,29.0,6.4,6.8,0.6,24.7,1.3,W
Parbhani,Marathwada,2019,5,May,36.5,42.5,31.0,11.1,8.3,0.7,26.6,1.5,SW
Parbhani,Marathwada,2019,6,Jun,32.5,37.0,27.0,0.8,68.0,5.7,30.4,5.9,SW
Parbhani,Marathwada,2019,7,Jul,30.0,34.5,24.5,0.0,120.9,10.1,34.2,7.3,SW
Parbhani,Marathwada,2019,8,Aug,30.5,35.0,25.0,0.0,105.8,8.8,32.3,6.9,SW
Parbhani,Marathwada,2019,9,Sep,31.0,35.5,25.5,0.0,60.5,5.0,26.6,5.3,SW-SE
Parbhani,Marathwada,2019,10,Oct,28.5,33.0,23.0,0.0,13.2,1.1,20.9,2.6,SE
Parbhani,Marathwada,2019,11,Nov,25.5,30.0,20.0,0.0,3.0,0.2,19.0,1.3,NE
Parbhani,Marathwada,2019,12,Dec,24.0,28.5,16.5,0.0,1.9,0.2,19.9,0.9,NE
Parbhani,Marathwada,2020,1,Jan,23.5,28.0,16.0,0.1,1.9,0.2,20.9,0.8,NE
Parbhani,Marathwada,2020,2,Feb,25.5,30.0,18.0,0.1,3.0,0.2,21.8,0.9,NE
Parbhani,Marathwada,2020,3,Mar,30.5,35.0,25.0,1.6,4.5,0.4,22.8,1.1,NE-W
Parbhani,Marathwada,2020,4,Apr,34.5,40.5,29.0,6.4,6.7,0.6,24.7,1.3,W
Parbhani,Marathwada,2020,5,May,36.5,42.5,31.0,11.1,8.2,0.7,26.6,1.5,SW
Parbhani,Marathwada,2020,6,Jun,32.5,37.0,27.0,0.9,67.2,5.6,30.4,5.9,SW
Parbhani,Marathwada,2020,7,Jul,30.0,34.5,24.5,0.1,119.5,10.0,34.2,7.3,SW
Parbhani,Marathwada,2020,8,Aug,30.5,35.0,25.0,0.1,104.5,8.7,32.3,6.9,SW
Parbhani,Marathwada,2020,9,Sep,31.0,35.5,25.5,0.1,59.7,5.0,26.6,5.3,SW-SE
Parbhani,Marathwada,2020,10,Oct,28.5,33.0,23.0,0.1,13.1,1.1,20.9,2.6,SE
Parbhani,Marathwada,2020,11,Nov,25.5,30.0,20.0,0.1,3.0,0.2,19.0,1.3,NE
Parbhani,Marathwada,2020,12,Dec,24.0,28.5,16.5,0.1,1.9,0.2,19.9,0.9,NE
Parbhani,Marathwada,2021,1,Jan,23.6,28.1,16.1,0.1,1.8,0.1,20.9,0.8,NE
Parbhani,Marathwada,2021,2,Feb,25.6,30.1,18.1,0.1,2.9,0.2,21.8,0.9,NE
Parbhani,Marathwada,2021,3,Mar,30.6,35.1,25.1,1.7,4.4,0.4,22.8,1.1,NE-W
Parbhani,Marathwada,2021,4,Apr,34.6,40.6,29.1,6.4,6.6,0.5,24.7,1.3,W
Parbhani,Marathwada,2021,5,May,36.6,42.6,31.1,11.2,8.1,0.7,26.6,1.5,SW
Parbhani,Marathwada,2021,6,Jun,32.6,37.1,27.1,0.9,66.4,5.5,30.4,5.9,SW
Parbhani,Marathwada,2021,7,Jul,30.1,34.6,24.6,0.1,118.0,9.8,34.2,7.3,SW
Parbhani,Marathwada,2021,8,Aug,30.6,35.1,25.1,0.1,103.2,8.6,32.3,6.9,SW
Parbhani,Marathwada,2021,9,Sep,31.1,35.6,25.6,0.1,59.0,4.9,26.6,5.3,SW-SE
Parbhani,Marathwada,2021,10,Oct,28.6,33.1,23.1,0.1,12.9,1.1,20.9,2.6,SE
Parbhani,Marathwada,2021,11,Nov,25.6,30.1,20.1,0.1,2.9,0.2,19.0,1.3,NE
Parbhani,Marathwada,2021,12,Dec,24.1,28.6,16.6,0.1,1.8,0.1,19.9,0.9,NE
Parbhani,Marathwada,2022,1,Jan,23.6,28.1,16.1,0.1,1.8,0.1,20.9,0.8,NE
Parbhani,Marathwada,2022,2,Feb,25.6,30.1,18.1,0.1,2.9,0.2,21.8,0.9,NE
Parbhani,Marathwada,2022,3,Mar,30.6,35.1,25.1,1.7,4.4,0.4,22.8,1.1,NE-W
Parbhani,Marathwada,2022,4,Apr,34.6,40.6,29.1,6.4,6.6,0.5,24.7,1.3,W
Parbhani,Marathwada,2022,5,May,36.6,42.6,31.1,11.2,8.0,0.7,26.6,1.5,SW
Parbhani,Marathwada,2022,6,Jun,32.6,37.1,27.1,0.9,65.5,5.5,30.4,5.9,SW
Parbhani,Marathwada,2022,7,Jul,30.1,34.6,24.6,0.1,116.5,9.7,34.2,7.3,SW
Parbhani,Marathwada,2022,8,Aug,30.6,35.1,25.1,0.1,102.0,8.5,32.3,6.9,SW
Parbhani,Marathwada,2022,9,Sep,31.1,35.6,25.6,0.1,58.3,4.9,26.6,5.3,SW-SE
Parbhani,Marathwada,2022,10,Oct,28.6,33.1,23.1,0.1,12.7,1.1,20.9,2.6,SE
Parbhani,Marathwada,2022,11,Nov,25.6,30.1,20.1,0.1,2.9,0.2,19.0,1.3,NE
Parbhani,Marathwada,2022,12,Dec,24.1,28.6,16.6,0.1,1.8,0.1,19.9,0.9,NE
Parbhani,Marathwada,2023,1,Jan,23.7,28.2,16.2,0.1,1.8,0.1,20.9,0.8,NE
Parbhani,Marathwada,2023,2,Feb,25.7,30.2,18.2,0.1,2.9,0.2,21.8,0.9,NE
Parbhani,Marathwada,2023,3,Mar,30.7,35.2,25.2,1.7,4.3,0.4,22.8,1.1,NE-W
Parbhani,Marathwada,2023,4,Apr,34.7,40.7,29.2,6.5,6.5,0.5,24.7,1.3,W
Parbhani,Marathwada,2023,5,May,36.7,42.7,31.2,11.2,7.9,0.7,26.6,1.5,SW
Parbhani,Marathwada,2023,6,Jun,32.7,37.2,27.2,0.9,64.7,5.4,30.4,5.9,SW
Parbhani,Marathwada,2023,7,Jul,30.2,34.7,24.7,0.1,115.1,9.6,34.2,7.3,SW
Parbhani,Marathwada,2023,8,Aug,30.7,35.2,25.2,0.1,100.7,8.4,32.3,6.9,SW
Parbhani,Marathwada,2023,9,Sep,31.2,35.7,25.7,0.1,57.5,4.8,26.6,5.3,SW-SE
Parbhani,Marathwada,2023,10,Oct,28.7,33.2,23.2,0.1,12.6,1.1,20.9,2.6,SE
Parbhani,Marathwada,2023,11,Nov,25.7,30.2,20.2,0.1,2.9,0.2,19.0,1.3,NE
Parbhani,Marathwada,2023,12,Dec,24.2,28.7,16.7,0.1,1.8,0.1,19.9,0.9,NE
Hingoli,Marathwada,2018,1,Jan,23.1,27.6,15.6,0.0,2.0,0.2,19.8,0.8,NE
Hingoli,Marathwada,2018,2,Feb,25.1,29.6,17.6,0.0,3.2,0.3,20.7,1.0,NE
Hingoli,Marathwada,2018,3,Mar,30.1,34.6,24.6,1.5,4.8,0.4,21.6,1.1,NE-W
Hingoli,Marathwada,2018,4,Apr,34.1,40.1,28.6,6.1,7.2,0.6,23.4,1.3,W
Hingoli,Marathwada,2018,5,May,36.1,42.1,30.6,10.6,8.7,0.7,25.2,1.5,SW
Hingoli,Marathwada,2018,6,Jun,32.1,36.6,26.6,0.8,71.5,6.0,28.8,6.1,SW
Hingoli,Marathwada,2018,7,Jul,29.6,34.1,24.1,0.0,127.2,10.6,32.4,7.5,SW
Hingoli,Marathwada,2018,8,Aug,30.1,34.6,24.6,0.0,111.3,9.3,30.6,7.1,SW
Hingoli,Marathwada,2018,9,Sep,30.6,35.1,25.1,0.0,63.6,5.3,25.2,5.4,SW-SE
Hingoli,Marathwada,2018,10,Oct,28.1,32.6,22.6,0.0,13.9,1.2,19.8,2.7,SE
Hingoli,Marathwada,2018,11,Nov,25.1,29.6,19.6,0.0,3.2,0.3,18.0,1.4,NE
Hingoli,Marathwada,2018,12,Dec,23.6,28.1,16.1,0.0,2.0,0.2,18.9,1.0,NE
Hingoli,Marathwada,2019,1,Jan,23.2,27.7,15.7,0.0,2.0,0.2,19.8,0.8,NE
Hingoli,Marathwada,2019,2,Feb,25.2,29.7,17.7,0.0,3.1,0.3,20.7,1.0,NE
Hingoli,Marathwada,2019,3,Mar,30.2,34.7,24.7,1.6,4.7,0.4,21.6,1.1,NE-W
Hingoli,Marathwada,2019,4,Apr,34.2,40.2,28.7,6.1,7.1,0.6,23.4,1.3,W
Hingoli,Marathwada,2019,5,May,36.2,42.2,30.7,10.7,8.6,0.7,25.2,1.5,SW
Hingoli,Marathwada,2019,6,Jun,32.2,36.7,26.7,0.8,70.7,5.9,28.8,6.1,SW
Hingoli,Marathwada,2019,7,Jul,29.7,34.2,24.2,0.0,125.7,10.5,32.4,7.5,SW
Hingoli,Marathwada,2019,8,Aug,30.2,34.7,24.7,0.0,110.0,9.2,30.6,7.1,SW
Hingoli,Marathwada,2019,9,Sep,30.7,35.2,25.2,0.0,62.8,5.2,25.2,5.4,SW-SE
Hingoli,Marathwada,2019,10,Oct,28.2,32.7,22.7,0.0,13.7,1.1,19.8,2.7,SE
Hingoli,Marathwada,2019,11,Nov,25.2,29.7,19.7,0.0,3.1,0.3,18.0,1.4,NE
Hingoli,Marathwada,2019,12,Dec,23.7,28.2,16.2,0.0,2.0,0.2,18.9,1.0,NE
Hingoli,Marathwada,2020,1,Jan,23.2,27.7,15.7,0.1,1.9,0.2,19.8,0.8,NE
Hingoli,Marathwada,2020,2,Feb,25.2,29.7,17.7,0.1,3.1,0.3,20.7,1.0,NE
Hingoli,Marathwada,2020,3,Mar,30.2,34.7,24.7,1.6,4.7,0.4,21.6,1.1,NE-W
Hingoli,Marathwada,2020,4,Apr,34.2,40.2,28.7,6.1,7.0,0.6,23.4,1.3,W
Hingoli,Marathwada,2020,5,May,36.2,42.2,30.7,10.7,8.5,0.7,25.2,1.5,SW
Hingoli,Marathwada,2020,6,Jun,32.2,36.7,26.7,0.8,69.8,5.8,28.8,6.1,SW
Hingoli,Marathwada,2020,7,Jul,29.7,34.2,24.2,0.1,124.1,10.3,32.4,7.5,SW
Hingoli,Marathwada,2020,8,Aug,30.2,34.7,24.7,0.1,108.6,9.0,30.6,7.1,SW
Hingoli,Marathwada,2020,9,Sep,30.7,35.2,25.2,0.1,62.1,5.2,25.2,5.4,SW-SE
Hingoli,Marathwada,2020,10,Oct,28.2,32.7,22.7,0.1,13.6,1.1,19.8,2.7,SE
Hingoli,Marathwada,2020,11,Nov,25.2,29.7,19.7,0.1,3.1,0.3,18.0,1.4,NE
Hingoli,Marathwada,2020,12,Dec,23.7,28.2,16.2,0.1,1.9,0.2,18.9,1.0,NE
Hingoli,Marathwada,2021,1,Jan,23.3,27.8,15.8,0.1,1.9,0.2,19.8,0.8,NE
Hingoli,Marathwada,2021,2,Feb,25.3,29.8,17.8,0.1,3.1,0.3,20.7,1.0,NE
Hingoli,Marathwada,2021,3,Mar,30.3,34.8,24.8,1.6,4.6,0.4,21.6,1.1,NE-W
Hingoli,Marathwada,2021,4,Apr,34.3,40.3,28.8,6.2,6.9,0.6,23.4,1.3,W
Hingoli,Marathwada,2021,5,May,36.3,42.3,30.8,10.7,8.4,0.7,25.2,1.5,SW
Hingoli,Marathwada,2021,6,Jun,32.3,36.8,26.8,0.8,69.0,5.8,28.8,6.1,SW
Hingoli,Marathwada,2021,7,Jul,29.8,34.3,24.3,0.1,122.6,10.2,32.4,7.5,SW
Hingoli,Marathwada,2021,8,Aug,30.3,34.8,24.8,0.1,107.3,8.9,30.6,7.1,SW
Hingoli,Marathwada,2021,9,Sep,30.8,35.3,25.3,0.1,61.3,5.1,25.2,5.4,SW-SE
Hingoli,Marathwada,2021,10,Oct,28.3,32.8,22.8,0.1,13.4,1.1,19.8,2.7,SE
Hingoli,Marathwada,2021,11,Nov,25.3,29.8,19.8,0.1,3.1,0.3,18.0,1.4,NE
Hingoli,Marathwada,2021,12,Dec,23.8,28.3,16.3,0.1,1.9,0.2,18.9,1.0,NE
Hingoli,Marathwada,2022,1,Jan,23.3,27.8,15.8,0.1,1.9,0.2,19.8,0.8,NE
Hingoli,Marathwada,2022,2,Feb,25.3,29.8,17.8,0.1,3.0,0.2,20.7,1.0,NE
Hingoli,Marathwada,2022,3,Mar,30.3,34.8,24.8,1.6,4.5,0.4,21.6,1.1,NE-W
Hingoli,Marathwada,2022,4,Apr,34.3,40.3,28.8,6.2,6.8,0.6,23.4,1.3,W
Hingoli,Marathwada,2022,5,May,36.3,42.3,30.8,10.8,8.3,0.7,25.2,1.5,SW
Hingoli,Marathwada,2022,6,Jun,32.3,36.8,26.8,0.9,68.1,5.7,28.8,6.1,SW
Hingoli,Marathwada,2022,7,Jul,29.8,34.3,24.3,0.1,121.1,10.1,32.4,7.5,SW
Hingoli,Marathwada,2022,8,Aug,30.3,34.8,24.8,0.1,106.0,8.8,30.6,7.1,SW
Hingoli,Marathwada,2022,9,Sep,30.8,35.3,25.3,0.1,60.5,5.0,25.2,5.4,SW-SE
Hingoli,Marathwada,2022,10,Oct,28.3,32.8,22.8,0.1,13.2,1.1,19.8,2.7,SE
Hingoli,Marathwada,2022,11,Nov,25.3,29.8,19.8,0.1,3.0,0.2,18.0,1.4,NE
Hingoli,Marathwada,2022,12,Dec,23.8,28.3,16.3,0.1,1.9,0.2,18.9,1.0,NE
Hingoli,Marathwada,2023,1,Jan,23.4,27.9,15.9,0.1,1.9,0.2,19.8,0.8,NE
Hingoli,Marathwada,2023,2,Feb,25.4,29.9,17.9,0.1,3.0,0.2,20.7,1.0,NE
Hingoli,Marathwada,2023,3,Mar,30.4,34.9,24.9,1.7,4.5,0.4,21.6,1.1,NE-W
Hingoli,Marathwada,2023,4,Apr,34.4,40.4,28.9,6.2,6.7,0.6,23.4,1.3,W
Hingoli,Marathwada,2023,5,May,36.4,42.4,30.9,10.8,8.2,0.7,25.2,1.5,SW
Hingoli,Marathwada,2023,6,Jun,32.4,36.9,26.9,0.9,67.3,5.6,28.8,6.1,SW
Hingoli,Marathwada,2023,7,Jul,29.9,34.4,24.4,0.1,119.6,10.0,32.4,7.5,SW
Hingoli,Marathwada,2023,8,Aug,30.4,34.9,24.9,0.1,104.6,8.7,30.6,7.1,SW
Hingoli,Marathwada,2023,9,Sep,30.9,35.4,25.4,0.1,59.8,5.0,25.2,5.4,SW-SE
Hingoli,Marathwada,2023,10,Oct,28.4,32.9,22.9,0.1,13.1,1.1,19.8,2.7,SE
Hingoli,Marathwada,2023,11,Nov,25.4,29.9,19.9,0.1,3.0,0.2,18.0,1.4,NE
Hingoli,Marathwada,2023,12,Dec,23.9,28.4,16.4,0.1,1.9,0.2,18.9,1.0,NE
Nanded,Marathwada,2018,1,Jan,22.9,27.4,15.4,0.0,2.1,0.2,18.7,0.9,NE
Nanded,Marathwada,2018,2,Feb,24.9,29.4,17.4,0.0,3.4,0.3,19.5,1.0,NE
Nanded,Marathwada,2018,3,Mar,29.9,34.4,24.4,1.5,5.0,0.4,20.4,1.1,NE-W
Nanded,Marathwada,2018,4,Apr,33.9,39.9,28.4,5.9,7.6,0.6,22.1,1.3,W
Nanded,Marathwada,2018,5,May,35.9,41.9,30.4,10.4,9.2,0.8,23.8,1.6,SW
Nanded,Marathwada,2018,6,Jun,31.9,36.4,26.4,0.7,75.6,6.3,27.2,6.3,SW
Nanded,Marathwada,2018,7,Jul,29.4,33.9,23.9,0.0,134.4,11.2,30.6,7.7,SW
Nanded,Marathwada,2018,8,Aug,29.9,34.4,24.4,0.0,117.6,9.8,28.9,7.4,SW
Nanded,Marathwada,2018,9,Sep,30.4,34.9,24.9,0.0,67.2,5.6,23.8,5.6,SW-SE
Nanded,Marathwada,2018,10,Oct,27.9,32.4,22.4,0.0,14.7,1.2,18.7,2.8,SE
Nanded,Marathwada,2018,11,Nov,24.9,29.4,19.4,0.0,3.4,0.3,17.0,1.4,NE
Nanded,Marathwada,2018,12,Dec,23.4,27.9,15.9,0.0,2.1,0.2,17.9,1.0,NE
Nanded,Marathwada,2019,1,Jan,23.0,27.5,15.5,0.0,2.1,0.2,18.7,0.9,NE
Nanded,Marathwada,2019,2,Feb,25.0,29.5,17.5,0.0,3.3,0.3,19.5,1.0,NE
Nanded,Marathwada,2019,3,Mar,30.0,34.5,24.5,1.5,5.0,0.4,20.4,1.1,NE-W
Nanded,Marathwada,2019,4,Apr,34.0,40.0,28.5,6.0,7.5,0.6,22.1,1.3,W
Nanded,Marathwada,2019,5,May,36.0,42.0,30.5,10.4,9.1,0.8,23.8,1.6,SW
Nanded,Marathwada,2019,6,Jun,32.0,36.5,26.5,0.8,74.7,6.2,27.2,6.3,SW
Nanded,Marathwada,2019,7,Jul,29.5,34.0,24.0,0.0,132.8,11.1,30.6,7.7,SW
Nanded,Marathwada,2019,8,Aug,30.0,34.5,24.5,0.0,116.2,9.7,28.9,7.4,SW
Nanded,Marathwada,2019,9,Sep,30.5,35.0,25.0,0.0,66.4,5.5,23.8,5.6,SW-SE
Nanded,Marathwada,2019,10,Oct,28.0,32.5,22.5,0.0,14.5,1.2,18.7,2.8,SE
Nanded,Marathwada,2019,11,Nov,25.0,29.5,19.5,0.0,3.3,0.3,17.0,1.4,NE
Nanded,Marathwada,2019,12,Dec,23.5,28.0,16.0,0.0,2.1,0.2,17.9,1.0,NE
Nanded,Marathwada,2020,1,Jan,23.0,27.5,15.5,0.1,2.0,0.2,18.7,0.9,NE
Nanded,Marathwada,2020,2,Feb,25.0,29.5,17.5,0.1,3.3,0.3,19.5,1.0,NE
Nanded,Marathwada,2020,3,Mar,30.0,34.5,24.5,1.5,4.9,0.4,20.4,1.1,NE-W
Nanded,Marathwada,2020,4,Apr,34.0,40.0,28.5,6.0,7.4,0.6,22.1,1.3,W
Nanded,Marathwada,2020,5,May,36.0,42.0,30.5,10.4,9.0,0.8,23.8,1.6,SW
Nanded,Marathwada,2020,6,Jun,32.0,36.5,26.5,0.8,73.8,6.1,27.2,6.3,SW
Nanded,Marathwada,2020,7,Jul,29.5,34.0,24.0,0.1,131.2,10.9,30.6,7.7,SW
Nanded,Marathwada,2020,8,Aug,30.0,34.5,24.5,0.1,114.8,9.6,28.9,7.4,SW
Nanded,Marathwada,2020,9,Sep,30.5,35.0,25.0,0.1,65.6,5.5,23.8,5.6,SW-SE
Nanded,Marathwada,2020,10,Oct,28.0,32.5,22.5,0.1,14.3,1.2,18.7,2.8,SE
Nanded,Marathwada,2020,11,Nov,25.0,29.5,19.5,0.1,3.3,0.3,17.0,1.4,NE
Nanded,Marathwada,2020,12,Dec,23.5,28.0,16.0,0.1,2.0,0.2,17.9,1.0,NE
Nanded,Marathwada,2021,1,Jan,23.1,27.6,15.6,0.1,2.0,0.2,18.7,0.9,NE
Nanded,Marathwada,2021,2,Feb,25.1,29.6,17.6,0.1,3.2,0.3,19.5,1.0,NE
Nanded,Marathwada,2021,3,Mar,30.1,34.6,24.6,1.6,4.9,0.4,20.4,1.1,NE-W
Nanded,Marathwada,2021,4,Apr,34.1,40.1,28.6,6.0,7.3,0.6,22.1,1.3,W
Nanded,Marathwada,2021,5,May,36.1,42.1,30.6,10.4,8.9,0.7,23.8,1.6,SW
Nanded,Marathwada,2021,6,Jun,32.1,36.6,26.6,0.8,72.9,6.1,27.2,6.3,SW
Nanded,Marathwada,2021,7,Jul,29.6,34.1,24.1,0.1,129.6,10.8,30.6,7.7,SW
Nanded,Marathwada,2021,8,Aug,30.1,34.6,24.6,0.1,113.4,9.5,28.9,7.4,SW
Nanded,Marathwada,2021,9,Sep,30.6,35.1,25.1,0.1,64.8,5.4,23.8,5.6,SW-SE
Nanded,Marathwada,2021,10,Oct,28.1,32.6,22.6,0.1,14.2,1.2,18.7,2.8,SE
Nanded,Marathwada,2021,11,Nov,25.1,29.6,19.6,0.1,3.2,0.3,17.0,1.4,NE
Nanded,Marathwada,2021,12,Dec,23.6,28.1,16.1,0.1,2.0,0.2,17.9,1.0,NE
Nanded,Marathwada,2022,1,Jan,23.1,27.6,15.6,0.1,2.0,0.2,18.7,0.9,NE
Nanded,Marathwada,2022,2,Feb,25.1,29.6,17.6,0.1,3.2,0.3,19.5,1.0,NE
Nanded,Marathwada,2022,3,Mar,30.1,34.6,24.6,1.6,4.8,0.4,20.4,1.1,NE-W
Nanded,Marathwada,2022,4,Apr,34.1,40.1,28.6,6.0,7.2,0.6,22.1,1.3,W
Nanded,Marathwada,2022,5,May,36.1,42.1,30.6,10.5,8.8,0.7,23.8,1.6,SW
Nanded,Marathwada,2022,6,Jun,32.1,36.6,26.6,0.9,72.0,6.0,27.2,6.3,SW
Nanded,Marathwada,2022,7,Jul,29.6,34.1,24.1,0.1,127.9,10.7,30.6,7.7,SW
Nanded,Marathwada,2022,8,Aug,30.1,34.6,24.6,0.1,112.0,9.3,28.9,7.4,SW
Nanded,Marathwada,2022,9,Sep,30.6,35.1,25.1,0.1,64.0,5.3,23.8,5.6,SW-SE
Nanded,Marathwada,2022,10,Oct,28.1,32.6,22.6,0.1,14.0,1.2,18.7,2.8,SE
Nanded,Marathwada,2022,11,Nov,25.1,29.6,19.6,0.1,3.2,0.3,17.0,1.4,NE
Nanded,Marathwada,2022,12,Dec,23.6,28.1,16.1,0.1,2.0,0.2,17.9,1.0,NE
Nanded,Marathwada,2023,1,Jan,23.2,27.7,15.7,0.1,2.0,0.2,18.7,0.9,NE
Nanded,Marathwada,2023,2,Feb,25.2,29.7,17.7,0.1,3.2,0.3,19.5,1.0,NE
Nanded,Marathwada,2023,3,Mar,30.2,34.7,24.7,1.6,4.7,0.4,20.4,1.1,NE-W
Nanded,Marathwada,2023,4,Apr,34.2,40.2,28.7,6.1,7.1,0.6,22.1,1.3,W
Nanded,Marathwada,2023,5,May,36.2,42.2,30.7,10.5,8.7,0.7,23.8,1.6,SW
Nanded,Marathwada,2023,6,Jun,32.2,36.7,26.7,0.9,71.1,5.9,27.2,6.3,SW
Nanded,Marathwada,2023,7,Jul,29.7,34.2,24.2,0.1,126.3,10.5,30.6,7.7,SW
